mouseID,timepoint,label,rel_abun,treatment_group,index
neo.f4,Day 0,Akkermansia,0.8773887571488352,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Alistipes,1.1131259589900961,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Bacillota,16.95912958571628,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Bacteria (Other),1.252615427535221,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Bacteroides,3.0297112568001117,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Bacteroidota,26.131957037243687,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Corynebacterium,17.73469103082717,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Pseudomonadota,1.3669967917422234,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Staphylococcus,0.20365462407588225,neo,ft/ftXMyD88-/-
neo.f4,Day 0,Streptococcus,30.91644580834147,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Actinomycetota,0.5032712632108707,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Akkermansia,8.26483252250741,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Alistipes,4.593748252530336,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Bacillota,16.53106302074596,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Bacteria (Other),1.9949113683386457,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Bacteroides,14.161494156461444,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Bacteroidota,48.80053682268076,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Corynebacterium,0.9492255214449478,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Pseudomonadota,3.4516020801878877,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Staphylococcus,0.23765587429402227,neo,ft/ftXMyD88-/-
neo.f4,Day 7,Streptococcus,0.5116591175977185,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Actinomycetota,0.5198928176151919,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Akkermansia,0.48348575755810563,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Alistipes,1.1868701578610124,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Bacillota,26.85239121570455,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Bacteria (Other),0.8388186637152677,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Bacteroides,2.4174287877905285,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Bacteroidota,25.11067746257354,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Corynebacterium,17.10840566202598,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Pseudomonadota,1.3033727500436885,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Staphylococcus,0.08155181452787325,neo,ft/ftXMyD88-/-
neo.f5,Day 0,Streptococcus,24.09710491058426,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Actinomycetota,0.6573986349310699,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Akkermansia,9.166843906494712,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Alistipes,5.881784257236219,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Bacillota,15.520408360563817,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Bacteria (Other),3.549952628627777,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Bacteroides,14.667723660550282,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Bacteroidota,42.59943154353332,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Corynebacterium,2.1307449873354085,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Pseudomonadota,3.263790869893076,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Staphylococcus,0.5181848063574315,neo,ft/ftXMyD88-/-
neo.f5,Day 7,Streptococcus,2.043736344476885,neo,ft/ftXMyD88-/-
veh.f1,Day 7,Alistipes,0.07636848440917976,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Bacillota,1.1985968908966178,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Bacteria (Other),1.4768888256080355,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Bacteroides,0.22004478558577217,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Bacteroidota,1.9972300244638026,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Corynebacterium,86.57209055490117,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Pseudomonadota,0.3158289863701671,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Staphylococcus,7.7261607362439655,veh,ft/ftXMyD88-/-
veh.f1,Day 7,Streptococcus,0.4167907115212861,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Actinomycetota,0.08383400866284757,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Alistipes,0.05123189418285129,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Bacillota,0.802244888454194,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Bacteria (Other),0.8360113641656187,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Bacteroides,0.11876484560570072,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Bacteroidota,1.115458059708444,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Corynebacterium,86.26519491407014,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Pseudomonadota,0.23985841367425828,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Staphylococcus,10.152065576824555,veh,ft/ftXMyD88-/-
veh.f2,Day 7,Streptococcus,0.3353360346513903,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Actinomycetota,0.03795706634051706,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Alistipes,0.1223061026527772,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Bacillota,3.850533507654675,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Bacteria (Other),0.3022507134522655,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Bacteroides,0.3149030688991045,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Bacteroidota,2.513601282105352,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Corynebacterium,77.56175052366693,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Pseudomonadota,0.14761081354645522,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Staphylococcus,6.884287180352298,veh,ft/ftXMyD88-/-
veh.f3,Day 7,Streptococcus,8.264799741329622,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Actinomycetota,0.04786979415988511,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Alistipes,0.03852934651893192,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Bacillota,0.548751298906,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Bacteria (Other),0.9445527676913916,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Bacteroides,0.14594449438989365,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Bacteroidota,1.1220212728695023,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Corynebacterium,73.45678291632126,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Pseudomonadota,0.2066574040560894,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Staphylococcus,8.881598150591367,veh,ft/ftXMyD88-/-
veh.f4,Day 7,Streptococcus,14.607292554495675,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Alistipes,0.01814607591108423,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Bacillota,0.46474116638943497,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Bacteria (Other),0.7339079590705176,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Bacteroides,0.07560864962951762,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Bacteroidota,0.45566812843389287,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Corynebacterium,93.53495639901205,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Pseudomonadota,0.18851756640959727,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Staphylococcus,4.1988003427592115,veh,ft/ftXMyD88-/-
veh.f5,Day 7,Streptococcus,0.3296537123846968,veh,ft/ftXMyD88-/-
